Index	Date	Hour	Original	Predicted	Error	Relative Error
2722	8/22/2014	9	1089	1045	44	0.04022839
2723	8/22/2014	10	1012	1079	-67	-0.066272376
2724	8/22/2014	11	1044	977	67	0.064146691
2725	8/22/2014	12	1004	1019	-15	-0.015867921
2726	8/22/2014	13	913	951	-38	-0.041980786
2727	8/22/2014	14	1006	919	87	0.085607676
2728	8/22/2014	15	999	1055	-56	-0.056105888
2729	8/22/2014	16	1085	1104	-19	-0.018247911
2730	8/22/2014	17	988	1064	-76	-0.077347271
2731	8/22/2014	18	726	808	-82	-0.113280364
2732	8/22/2014	19	439	384	55	0.125024174
2733	8/22/2014	20	208	237	-29	-0.141128668
2734	8/22/2014	21	122	104	18	0.143674101
2735	8/22/2014	22	84	71	13	0.154054891
2736	8/22/2014	23	44	54	-10	-0.227570725
2737	8/23/2014	0	70	56	14	0.192854659
2738	8/23/2014	1	138	147	-9	-0.068673038
2739	8/23/2014	2	250	276	-26	-0.106031661
2740	8/23/2014	3	408	390	18	0.042764373
2741	8/23/2014	4	624	633	-9	-0.015697578
2742	8/23/2014	5	963	722	241	0.249708976
2743	8/23/2014	6	1105	1394	-289	-0.261780335
2744	8/23/2014	7	1260	1150	110	0.086707704
2745	8/23/2014	8	1182	1145	37	0.030663722
2746	8/23/2014	9	1115	1194	-79	-0.070975207
2747	8/23/2014	10	1206	1151	55	0.0449121
2748	8/23/2014	11	1126	1143	-17	-0.015919247
2749	8/23/2014	12	1054	1071	-17	-0.016724855
2750	8/23/2014	13	990	1004	-14	-0.014232191
2751	8/23/2014	14	968	1012	-44	-0.046211043
2752	8/23/2014	15	1016	1021	-5	-0.005629339
2753	8/23/2014	16	955	1104	-149	-0.156278763
2754	8/23/2014	17	1025	987	38	0.036645729
2755	8/23/2014	18	693	800	-107	-0.154842293
2756	8/23/2014	19	385	395	-10	-0.02842434
2757	8/23/2014	20	206	209	-3	-0.014863848
2758	8/23/2014	21	111	105	6	0.047818219
2759	8/23/2014	22	54	68	-14	-0.273447254
2760	8/23/2014	23	47	35	12	0.246568344
2761	8/24/2014	0	44	65	-21	-0.486469144
2762	8/24/2014	1	96	103	-7	-0.081234972
2763	8/24/2014	2	235	199	36	0.151611889
2764	8/24/2014	3	367	369	-2	-0.006387091
2765	8/24/2014	4	666	625	41	0.060635429
2766	8/24/2014	5	855	726	129	0.150860489
2767	8/24/2014	6	1022	1227	-205	-0.20118324
2768	8/24/2014	7	1124	1089	35	0.030377587
2769	8/24/2014	8	1026	1003	23	0.022158142
2770	8/24/2014	9	1047	1075	-28	-0.027008958
2771	8/24/2014	10	903	1105	-202	-0.224411691
2772	8/24/2014	11	935	935	0	-0.000584784
2773	8/24/2014	12	883	914	-31	-0.035550607
2774	8/24/2014	13	886	861	25	0.027751615
2775	8/24/2014	14	1008	904	104	0.102753879
2776	8/24/2014	15	989	1047	-58	-0.0588757
2777	8/24/2014	16	1020	1032	-12	-0.012589982
2778	8/24/2014	17	1026	984	42	0.040285395
2779	8/24/2014	18	726	765	-39	-0.054669833
2780	8/24/2014	19	435	409	26	0.057675239
2781	8/24/2014	20	188	223	-35	-0.190934382
2782	8/24/2014	21	96	102	-6	-0.064838438
2783	8/24/2014	22	51	56	-5	-0.116487755
2784	8/24/2014	23	40	36	4	0.080188073
2785	8/25/2014	0	54	52	2	0.023770101
2786	8/25/2014	1	141	118	23	0.163012888
2787	8/25/2014	2	247	268	-21	-0.088867241
2788	8/25/2014	3	408	387	21	0.050183547
2789	8/25/2014	4	725	645	80	0.110002756
2790	8/25/2014	5	920	799	121	0.131483458
2791	8/25/2014	6	1092	1290	-198	-0.181621235
2792	8/25/2014	7	1104	1173	-69	-0.063073577
2793	8/25/2014	8	1146	1020	126	0.109558841
2794	8/25/2014	9	1143	1181	-38	-0.033875596
2795	8/25/2014	10	1202	1131	71	0.059036658
2796	8/25/2014	11	1130	1145	-15	-0.013636068
2797	8/25/2014	12	1147	1046	101	0.087321092
2798	8/25/2014	13	1012	1067	-55	-0.054903026
2799	8/25/2014	14	1093	1058	35	0.031171507
2800	8/25/2014	15	1159	1098	61	0.052045507
2801	8/25/2014	16	1288	1161	127	0.098263025
2802	8/25/2014	17	1131	1269	-138	-0.122838385
2803	8/25/2014	18	851	789	62	0.072400715
2804	8/25/2014	19	450	480	-30	-0.066829468
2805	8/25/2014	20	208	225	-17	-0.08618221
2806	8/25/2014	21	119	115	4	0.032627849
2807	8/25/2014	22	65	64	1	0.002094945
2808	8/25/2014	23	50	49	1	0.008558249
2809	8/26/2014	0	65	60	5	0.061546203
2810	8/26/2014	1	169	144	25	0.143937694
2811	8/26/2014	2	297	318	-21	-0.0734997
2812	8/26/2014	3	458	446	12	0.024641398
2813	8/26/2014	4	712	747	-35	-0.050118652
2814	8/26/2014	5	988	813	175	0.176677071
2815	8/26/2014	6	1130	1396	-266	-0.236222921
2816	8/26/2014	7	1144	1220	-76	-0.066496619
2817	8/26/2014	8	1109	1092	17	0.014653236
2818	8/26/2014	9	1237	1149	88	0.071061176
2819	8/26/2014	10	1176	1229	-53	-0.045700466
2820	8/26/2014	11	1179	1159	20	0.016709969
2821	8/26/2014	12	1202	1108	94	0.077827397
2822	8/26/2014	13	1037	1088	-51	-0.049856006
2823	8/26/2014	14	1232	1111	121	0.097521445
2824	8/26/2014	15	1181	1213	-32	-0.027574007
2825	8/26/2014	16	1385	1221	164	0.118268771
2826	8/26/2014	17	1268	1283	-15	-0.012239492
2827	8/26/2014	18	834	881	-47	-0.057114259
2828	8/26/2014	19	498	469	29	0.057447643
2829	8/26/2014	20	254	230	24	0.09401263
2830	8/26/2014	21	135	137	-2	-0.015687111
2831	8/26/2014	22	81	73	8	0.090847336
2832	8/26/2014	23	45	55	-10	-0.23594774
2833	8/27/2014	0	88	58	30	0.339517646
2834	8/27/2014	1	167	191	-24	-0.143763369
2835	8/27/2014	2	291	311	-20	-0.070778236
2836	8/27/2014	3	490	453	37	0.074239552
2837	8/27/2014	4	781	794	-13	-0.016672998
2838	8/27/2014	5	1093	1076	17	0.015185835
2839	8/27/2014	6	1120	1250	-130	-0.116874541
2840	8/27/2014	7	1147	1204	-57	-0.049707549
2841	8/27/2014	8	1080	1137	-57	-0.053455602
2842	8/27/2014	9	1177	1144	33	0.027444591
2843	8/27/2014	10	1221	1178	43	0.034662194
2844	8/27/2014	11	1199	1185	14	0.010978748
2845	8/27/2014	12	2723	1172	1551	0.569530231
2846	8/27/2014	13	2786	2029	757	0.271565574
2847	8/27/2014	14	2987	2396	591	0.19774803
2848	8/27/2014	15	3105	2294	811	0.261115719
2849	8/27/2014	16	3407	2497	910	0.266942306
2850	8/27/2014	17	3209	2668	541	0.168399723
2851	8/27/2014	18	2364	1813	551	0.233074118
2852	8/27/2014	19	1525	1097	428	0.280144126
2853	8/27/2014	20	782	593	189	0.240766179
2854	8/27/2014	21	450	332	118	0.260586748
2855	8/27/2014	22	216	185	31	0.139146961
2856	8/27/2014	23	152	126	26	0.168649205
2857	8/28/2014	0	253	166	87	0.341506215
2858	8/28/2014	1	451	454	-3	-0.007574222
2859	8/28/2014	2	789	715	74	0.092656521
2860	8/28/2014	3	1384	1052	332	0.239798623
2861	8/28/2014	4	2082	1947	135	0.064817912
2862	8/28/2014	5	2782	2457	325	0.116700146
2863	8/28/2014	6	3296	2655	641	0.194396068
2864	8/28/2014	7	3242	2930	312	0.096167101
2865	8/28/2014	8	2541	2747	-206	-0.081222015
2866	8/28/2014	9	2702	2399	303	0.111780947
2867	8/28/2014	10	3353	2377	976	0.290955635
2868	8/28/2014	11	3411	2956	455	0.133132
2869	8/28/2014	12	2889	3599	-710	-0.246057063
2870	8/28/2014	13	2868	2459	409	0.142598306
2871	8/28/2014	14	2814	2938	-124	-0.044077894
2872	8/28/2014	15	3038	2723	315	0.103403578
2873	8/28/2014	16	3180	3168	12	0.003613382
2874	8/28/2014	17	3259	2767	492	0.150749773
2875	8/28/2014	18	2458	2157	301	0.122411286
2876	8/28/2014	19	1278	1321	-43	-0.034289399
2877	8/28/2014	20	642	558	84	0.130095287
2878	8/28/2014	21	445	311	134	0.30064636
2879	8/28/2014	22	230	209	21	0.089959695
2880	8/28/2014	23	193	137	56	0.286950157
2881	8/29/2014	0	155	239	-84	-0.547951768
2882	8/29/2014	1	178	322	-144	-0.81005544
2883	8/29/2014	2	687	349	338	0.491392121
2884	8/29/2014	3	1007	1096	-89	-0.089281209
2885	8/29/2014	4	1624	1650	-26	-0.01613665
2886	8/29/2014	5	2050	2017	33	0.015889601
2887	8/29/2014	6	2858	2126	732	0.255833307
2888	8/29/2014	7	3110	2595	515	0.165336667
2889	8/29/2014	8	2543	2488	55	0.021541524
2890	8/29/2014	9	2587	2394	193	0.074578668
2891	8/29/2014	10	2809	2469	340	0.120766713
2892	8/29/2014	11	2903	2523	380	0.130559863
2893	8/29/2014	12	2746	3175	-429	-0.156351192
2894	8/29/2014	13	2712	2417	295	0.108750142
2895	8/29/2014	14	2704	2713	-9	-0.003513782
2896	8/29/2014	15	2758	2737	21	0.007363514
2897	8/29/2014	16	2938	2971	-33	-0.011277511
2898	8/29/2014	17	2653	2642	11	0.003850628
2899	8/29/2014	18	2207	1877	330	0.149490512
2900	8/29/2014	19	1298	1178	120	0.091729585
2901	8/29/2014	20	714	582	132	0.184601475
2902	8/29/2014	21	452	386	66	0.144837096
2903	8/29/2014	22	239	215	24	0.097720406
2904	8/29/2014	23	162	148	14	0.083900599
2905	8/30/2014	0	174	193	-19	-0.114321354
2906	8/30/2014	1	367	294	73	0.197261585
2907	8/30/2014	2	788	723	65	0.08240833
2908	8/30/2014	3	1185	1215	-30	-0.026093291
2909	8/30/2014	4	1831	1781	50	0.02729744
2910	8/30/2014	5	2599	2263	336	0.129126793
2911	8/30/2014	6	3027	2863	164	0.054043006
2912	8/30/2014	7	2973	2919	54	0.017954444
2913	8/30/2014	8	2523	2459	64	0.025247103
2914	8/30/2014	9	2659	2574	85	0.031915369
2915	8/30/2014	10	2972	2761	211	0.07080447
2916	8/30/2014	11	2865	2860	5	0.001420092
2917	8/30/2014	12	2667	3179	-512	-0.192044234
2918	8/30/2014	13	2708	2628	80	0.029497562
2919	8/30/2014	14	2635	2860	-225	-0.085696257
2920	8/30/2014	15	2716	2780	-64	-0.023845038
2921	8/30/2014	16	2682	3016	-334	-0.124554158
2922	8/30/2014	17	2814	2643	171	0.060696326
2923	8/30/2014	18	2235	2132	103	0.045899062
2924	8/30/2014	19	1339	1296	43	0.031411034
2925	8/30/2014	20	754	695	59	0.077054716
2926	8/30/2014	21	466	432	34	0.070982085
2927	8/30/2014	22	290	231	59	0.200340256
2928	8/30/2014	23	161	184	-23	-0.143772177
2929	8/31/2014	0	194	198	-4	-0.022846532
2930	8/31/2014	1	354	316	38	0.106789913
2931	8/31/2014	2	691	793	-102	-0.148548767
2932	8/31/2014	3	1155	1117	38	0.032527536
2933	8/31/2014	4	1789	1749	40	0.022333639
2934	8/31/2014	5	2420	2417	3	0.001107307
2935	8/31/2014	6	2955	2898	57	0.019152536
2936	8/31/2014	7	3189	2915	274	0.085613157
2937	8/31/2014	8	2534	2565	-31	-0.012462161
2938	8/31/2014	9	2366	2592	-226	-0.095649317
2939	8/31/2014	10	2736	2638	98	0.035525716
2940	8/31/2014	11	2718	2696	22	0.00794439
2941	8/31/2014	12	2753	3068	-315	-0.114455039
2942	8/31/2014	13	2726	2800	-74	-0.027300985
2943	8/31/2014	14	2999	2766	233	0.077548564
2944	8/31/2014	15	3022	3158	-136	-0.045218551
2945	8/31/2014	16	3134	3200	-66	-0.021233446
2946	8/31/2014	17	2946	3051	-105	-0.035826343
2947	8/31/2014	18	2033	2305	-272	-0.134144814
2948	8/31/2014	19	1216	1243	-27	-0.02268817
2949	8/31/2014	20	625	666	-41	-0.066689576
2950	8/31/2014	21	313	415	-102	-0.327572968
2951	8/31/2014	22	205	185	20	0.092879131
2952	8/31/2014	23	111	147	-36	-0.328745562
2953	9/1/2014	0	149	141	8	0.053365703
2954	9/1/2014	1	372	264	108	0.288292053
2955	9/1/2014	2	635	828	-193	-0.30431484
2956	9/1/2014	3	993	1049	-56	-0.056505997
2957	9/1/2014	4	1703	1539	164	0.096197819
2958	9/1/2014	5	2387	2309	78	0.032326693
2959	9/1/2014	6	3022	3030	-8	-0.002728607
2960	9/1/2014	7	2848	3085	-237	-0.083338589
2961	9/1/2014	8	2362	2342	20	0.008071096
2962	9/1/2014	9	2785	2461	324	0.116119547
2963	9/1/2014	10	2988	3170	-182	-0.061237094
2964	9/1/2014	11	3232	2991	241	0.074437342
2965	9/1/2014	12	2894	2944	-50	-0.01739057
2966	9/1/2014	13	2717	2874	-157	-0.057947193
2967	9/1/2014	14	2910	2772	138	0.047400198
2968	9/1/2014	15	3008	2982	26	0.008393509
2969	9/1/2014	16	3250	3088	162	0.049781374
2970	9/1/2014	17	3129	3144	-15	-0.00511021
2971	9/1/2014	18	2351	2360	-9	-0.004028224
2972	9/1/2014	19	1247	1332	-85	-0.068466582
2973	9/1/2014	20	738	686	52	0.069753203
2974	9/1/2014	21	363	445	-82	-0.228052787
2975	9/1/2014	22	224	216	8	0.032501004
2976	9/1/2014	23	164	146	18	0.103977701
2977	9/2/2014	0	237	183	54	0.225825119
2978	9/2/2014	1	454	410	44	0.095631349
2979	9/2/2014	2	775	930	-155	-0.200899591
2980	9/2/2014	3	1359	1147	212	0.155878314
2981	9/2/2014	4	1976	2057	-81	-0.041494914
2982	9/2/2014	5	2774	2725	49	0.017418413
2983	9/2/2014	6	3214	3470	-256	-0.079748844
2984	9/2/2014	7	3546	3288	258	0.072521619
2985	9/2/2014	8	2574	2905	-331	-0.12861876
2986	9/2/2014	9	2823	2711	112	0.039352096
2987	9/2/2014	10	3176	3146	30	0.009374995
2988	9/2/2014	11	2943	3237	-294	-0.099898566
2989	9/2/2014	12	2639	2843	-204	-0.077674422
2990	9/2/2014	13	2401	2646	-245	-0.102085784
2991	9/2/2014	14	2597	2609	-12	-0.00493167
2992	9/2/2014	15	2559	2814	-255	-0.099879907
2993	9/2/2014	16	2747	2825	-78	-0.028640889
2994	9/2/2014	17	2641	2726	-85	-0.032498112
2995	9/2/2014	18	2036	2078	-42	-0.020634423
2996	9/2/2014	19	1276	1231	45	0.034528127
2997	9/2/2014	20	680	704	-24	-0.036369495
2998	9/2/2014	21	350	378	-28	-0.08261125
2999	9/2/2014	22	209	221	-12	-0.061527077
3000	9/2/2014	23	155	134	21	0.130586161
3001	9/3/2014	0	166	196	-30	-0.184680227
3002	9/3/2014	1	423	357	66	0.154425511
3003	9/3/2014	2	357	769	-412	-1.155864508
3004	9/3/2014	3	383	679	-296	-0.774577679
3005	9/3/2014	4	627	785	-158	-0.252382872
3006	9/3/2014	5	870	1183	-313	-0.360141512
3007	9/3/2014	6	999	1454	-455	-0.456179142
3008	9/3/2014	7	946	1320	-374	-0.395415237
3009	9/3/2014	8	956	962	-6	-0.006386292
3010	9/3/2014	9	987	1248	-261	-0.265143856
3011	9/3/2014	10	1136	1328	-192	-0.169125966
3012	9/3/2014	11	1080	1310	-230	-0.213288407
3013	9/3/2014	12	1022	1182	-160	-0.157000391
3014	9/3/2014	13	962	1182	-220	-0.229039834
3015	9/3/2014	14	1305	1221	84	0.063876117
3016	9/3/2014	15	3038	1490	1548	0.509309012
3017	9/3/2014	16	2938	2960	-22	-0.00759341
3018	9/3/2014	17	1782	2664	-882	-0.494976762
3019	9/3/2014	18	1569	1320	249	0.158535367
3020	9/3/2014	19	1082	893	189	0.174223901
3021	9/3/2014	20	667	636	31	0.045545686
3022	9/3/2014	21	413	346	67	0.162064864
3023	9/3/2014	22	222	227	-5	-0.022881016
3024	9/3/2014	23	163	137	26	0.157377096
3025	9/4/2014	0	277	196	81	0.289971775
3026	9/4/2014	1	512	522	-10	-0.021328018
3027	9/4/2014	2	790	673	117	0.148085915
3028	9/4/2014	3	1334	1054	280	0.209675454
3029	9/4/2014	4	1945	1858	87	0.044549798
3030	9/4/2014	5	2693	2495	198	0.073299998
3031	9/4/2014	6	3081	2951	130	0.042095055
3032	9/4/2014	7	3099	2958	141	0.045440707
3033	9/4/2014	8	2527	2447	80	0.03129984
3034	9/4/2014	9	2576	2518	58	0.022280494
3035	9/4/2014	10	3495	2878	617	0.176512401
3036	9/4/2014	11	3323	3272	51	0.015083464
3037	9/4/2014	12	2970	2889	81	0.027151703
3038	9/4/2014	13	2650	2625	25	0.009183043
3039	9/4/2014	14	3025	2999	26	0.008434335
3040	9/4/2014	15	2994	3759	-765	-0.255671462
3041	9/4/2014	16	2953	3254	-301	-0.102148298
3042	9/4/2014	17	2967	2637	330	0.111127948
3043	9/4/2014	18	2321	2303	18	0.007518547
3044	9/4/2014	19	1236	1488	-252	-0.204193653
3045	9/4/2014	20	771	718	53	0.068200027
3046	9/4/2014	21	374	411	-37	-0.100634003
3047	9/4/2014	22	253	241	12	0.045853095
3048	9/4/2014	23	126	174	-48	-0.381909719
3049	9/5/2014	0	213	180	33	0.151216086
3050	9/5/2014	1	461	490	-29	-0.063096364
3051	9/5/2014	2	728	678	50	0.068071275
3052	9/5/2014	3	1178	1065	113	0.095562176
3053	9/5/2014	4	1783	1764	19	0.010492886
3054	9/5/2014	5	2333	2436	-103	-0.044279797
3055	9/5/2014	6	2842	2672	170	0.059544
3056	9/5/2014	7	2966	2749	217	0.073159132
3057	9/5/2014	8	2254	2446	-192	-0.085192009
3058	9/5/2014	9	2395	2459	-64	-0.026835375
3059	9/5/2014	10	2960	2741	219	0.073663582
3060	9/5/2014	11	2822	2785	37	0.01300109
3061	9/5/2014	12	2628	2576	52	0.019768289
3062	9/5/2014	13	2242	2350	-108	-0.048373933
3063	9/5/2014	14	2471	2501	-30	-0.012304791
3064	9/5/2014	15	2456	3092	-636	-0.259298265
3065	9/5/2014	16	2513	2640	-127	-0.050909774
3066	9/5/2014	17	2569	2297	272	0.105852389
3067	9/5/2014	18	2064	2119	-55	-0.026707049
3068	9/5/2014	19	1157	1227	-70	-0.061321407
3069	9/5/2014	20	673	672	1	4.65E-05
3070	9/5/2014	21	409	353	56	0.135231953
3071	9/5/2014	22	185	238	-53	-0.288571223
3072	9/5/2014	23	164	129	35	0.210764691
3073	9/6/2014	0	209	234	-25	-0.123085644
3074	9/6/2014	1	382	440	-58	-0.153957268
3075	9/6/2014	2	714	546	168	0.234498639
3076	9/6/2014	3	1068	1038	30	0.02764424
3077	9/6/2014	4	1592	1593	-1	-0.001193693
3078	9/6/2014	5	2251	2088	163	0.072255753
3079	9/6/2014	6	2686	2493	193	0.071715299
3080	9/6/2014	7	2829	2686	143	0.050463475
3081	9/6/2014	8	2419	2245	174	0.071922592
3082	9/6/2014	9	2446	2397	49	0.019879101
3083	9/6/2014	10	2681	2879	-198	-0.073945241
3084	9/6/2014	11	2917	2548	369	0.126387537
3085	9/6/2014	12	2441	2575	-134	-0.055064398
3086	9/6/2014	13	2346	2180	166	0.070457102
3087	9/6/2014	14	2546	2681	-135	-0.053179205
3088	9/6/2014	15	2517	3054	-537	-0.213505263
3089	9/6/2014	16	2396	2690	-294	-0.123035641
3090	9/6/2014	17	2407	2218	189	0.078347046
3091	9/6/2014	18	2018	2045	-27	-0.0135115
3092	9/6/2014	19	1411	1260	151	0.106954383
3093	9/6/2014	20	768	801	-33	-0.043279544
3094	9/6/2014	21	384	417	-33	-0.086004838
3095	9/6/2014	22	226	222	4	0.015690415
3096	9/6/2014	23	163	156	7	0.037056668
3097	9/7/2014	0	142	232	-90	-0.634421964
3098	9/7/2014	1	344	337	7	0.01976307
3099	9/7/2014	2	608	526	82	0.133291806
3100	9/7/2014	3	1019	947	72	0.069795629
3101	9/7/2014	4	1680	1586	94	0.055447073
3102	9/7/2014	5	2165	2148	17	0.007770208
3103	9/7/2014	6	2619	2465	154	0.058790198
3104	9/7/2014	7	2796	2574	222	0.079143065
3105	9/7/2014	8	2304	2288	16	0.006717988
3106	9/7/2014	9	2179	2332	-153	-0.070572503
3107	9/7/2014	10	2616	2612	4	0.001524552
3108	9/7/2014	11	2633	2551	82	0.031108115
3109	9/7/2014	12	2534	2396	138	0.054206164
3110	9/7/2014	13	2698	2276	422	0.156388397
3111	9/7/2014	14	2892	2923	-31	-0.011051617
3112	9/7/2014	15	2791	3321	-530	-0.190236648
3113	9/7/2014	16	2648	2681	-33	-0.01281082
3114	9/7/2014	17	2726	2427	299	0.109332958
3115	9/7/2014	18	2192	2307	-115	-0.052644429
3116	9/7/2014	19	1358	1330	28	0.020100632
3117	9/7/2014	20	691	777	-86	-0.125871455
3118	9/7/2014	21	395	388	7	0.016175783
3119	9/7/2014	22	203	219	-16	-0.082596934
3120	9/7/2014	23	84	147	-63	-0.750389488
3121	9/8/2014	0	184	130	54	0.289006687
3122	9/8/2014	1	355	388	-33	-0.093731973
3123	9/8/2014	2	643	656	-13	-0.020870124
3124	9/8/2014	3	1124	1068	56	0.049587157
3125	9/8/2014	4	1561	1647	-86	-0.055585015
3126	9/8/2014	5	2370	2177	193	0.081138536
3127	9/8/2014	6	2556	2771	-215	-0.084139509
3128	9/8/2014	7	1092	2699	-1607	-1.471657862
3129	9/8/2014	8	1054	1126	-72	-0.069204666
3130	9/8/2014	9	1078	1313	-235	-0.21811005
3131	9/8/2014	10	1130	1685	-555	-0.4919558
3132	9/8/2014	11	1140	1462	-322	-0.282570868
3133	9/8/2014	12	1051	1248	-197	-0.18819515
3134	9/8/2014	13	974	1222	-248	-0.255338447
3135	9/8/2014	14	1064	1311	-247	-0.232362251
3136	9/8/2014	15	1067	1232	-165	-0.155037072
3137	9/8/2014	16	1098	1239	-141	-0.129145245
3138	9/8/2014	17	996	1328	-332	-0.333814447
3139	9/8/2014	18	730	946	-216	-0.296585257
3140	9/8/2014	19	395	544	-149	-0.378168545
3141	9/8/2014	20	190	284	-94	-0.497660832
3142	9/8/2014	21	112	134	-22	-0.197687096
3143	9/8/2014	22	68	79	-11	-0.167617162
3144	9/8/2014	23	49	52	-3	-0.061489929
3145	9/9/2014	0	63	81	-18	-0.285920245
3146	9/9/2014	1	137	158	-21	-0.156478218
3147	9/9/2014	2	234	276	-42	-0.18048647
3148	9/9/2014	3	441	443	-2	-0.004978639
3149	9/9/2014	4	1360	782	578	0.424951619
3150	9/9/2014	5	2379	1798	581	0.244091607
3151	9/9/2014	6	3003	2495	508	0.169102671
3152	9/9/2014	7	3098	2170	928	0.299278771
3153	9/9/2014	8	2890	2126	764	0.26410181
3154	9/9/2014	9	3269	2433	836	0.255651952
3155	9/9/2014	10	3332	3154	178	0.05338783
3156	9/9/2014	11	3210	2908	302	0.093958421
3157	9/9/2014	12	2817	2582	235	0.083350645
3158	9/9/2014	13	2749	2460	289	0.104944536
3159	9/9/2014	14	2742	2763	-21	-0.007978869
3160	9/9/2014	15	3082	2566	516	0.167319903
3161	9/9/2014	16	3170	2795	375	0.118239773
3162	9/9/2014	17	3044	2839	205	0.067092992
3163	9/9/2014	18	2292	2228	64	0.027531007
3164	9/9/2014	19	1266	1249	17	0.01282849
3165	9/9/2014	20	687	631	56	0.080235982
3166	9/9/2014	21	464	375	89	0.189889825
3167	9/9/2014	22	266	230	36	0.13321653
3168	9/9/2014	23	136	159	-23	-0.169872399
3169	9/10/2014	0	201	178	23	0.113954071
3170	9/10/2014	1	520	384	136	0.260734993
3171	9/10/2014	2	805	864	-59	-0.074427996
3172	9/10/2014	3	1191	1346	-155	-0.130485043
3173	9/10/2014	4	1905	2066	-161	-0.084915216
3174	9/10/2014	5	2547	2941	-394	-0.154911909
3175	9/10/2014	6	3245	3285	-40	-0.012460624
3176	9/10/2014	7	3238	2732	506	0.156172823
3177	9/10/2014	8	2970	2902	68	0.02283894
3178	9/10/2014	9	3114	3004	110	0.035271673
3179	9/10/2014	10	3110	3191	-81	-0.026074258
3180	9/10/2014	11	3197	3056	141	0.044055967
3181	9/10/2014	12	2901	2824	77	0.02634045
3182	9/10/2014	13	2482	2792	-310	-0.125242143
3183	9/10/2014	14	2958	2669	289	0.097609438
3184	9/10/2014	15	2879	2936	-57	-0.020082158
3185	9/10/2014	16	2948	2848	100	0.033810948
3186	9/10/2014	17	2970	2835	135	0.045377635
3187	9/10/2014	18	2201	2178	23	0.010136829
3188	9/10/2014	19	1423	1282	141	0.098707654
3189	9/10/2014	20	694	709	-15	-0.022096947
3190	9/10/2014	21	373	389	-16	-0.043984802
3191	9/10/2014	22	245	207	38	0.15470971
3192	9/10/2014	23	160	133	27	0.168217509
3193	9/11/2014	0	249	201	48	0.189878163
3194	9/11/2014	1	452	498	-46	-0.103224591
3195	9/11/2014	2	761	706	55	0.071541993
3196	9/11/2014	3	1337	1167	170	0.126857181
3197	9/11/2014	4	1793	2303	-510	-0.284894666
3198	9/11/2014	5	2614	2619	-5	-0.002062686
3199	9/11/2014	6	3037	3108	-71	-0.023411786
3200	9/11/2014	7	3278	2658	620	0.189055933
3201	9/11/2014	8	3207	2875	332	0.10345877
3202	9/11/2014	9	3695	3031	664	0.179572139
3203	9/11/2014	10	3491	3450	41	0.011668748
3204	9/11/2014	11	3490	3149	341	0.097705515
3205	9/11/2014	12	3055	2925	130	0.04251923
3206	9/11/2014	13	2770	2719	51	0.018263208
3207	9/11/2014	14	2901	2882	19	0.006280762
3208	9/11/2014	15	3011	2871	140	0.046238619
3209	9/11/2014	16	3125	2931	194	0.06197208
3210	9/11/2014	17	3098	2896	202	0.065190026
3211	9/11/2014	18	2317	2263	54	0.022945998
3212	9/11/2014	19	1342	1298	44	0.032525185
3213	9/11/2014	20	658	637	21	0.031775661
3214	9/11/2014	21	379	376	3	0.006476575
3215	9/11/2014	22	206	219	-13	-0.063258734
3216	9/11/2014	23	203	115	88	0.429677398
3217	9/12/2014	0	245	284	-39	-0.162168595
3218	9/12/2014	1	396	482	-86	-0.218358039
3219	9/12/2014	2	869	636	233	0.26765729
3220	9/12/2014	3	1369	1373	-4	-0.003216498
3221	9/12/2014	4	1941	2403	-462	-0.238250606
3222	9/12/2014	5	2204	2928	-724	-0.328835484
3223	9/12/2014	6	3310	2799	511	0.15433317
3224	9/12/2014	7	3180	2924	256	0.080283993
3225	9/12/2014	8	2926	3095	-169	-0.057909664
3226	9/12/2014	9	3258	3137	121	0.037046379
3227	9/12/2014	10	3207	3097	110	0.034063403
3228	9/12/2014	11	3391	3170	221	0.065063003
3229	9/12/2014	12	3186	2937	249	0.077851546
3230	9/12/2014	13	2772	2773	-1	-0.000468673
3231	9/12/2014	14	3022	2915	107	0.035349675
3232	9/12/2014	15	2903	3012	-109	-0.037766641
3233	9/12/2014	16	3211	2956	255	0.079330269
3234	9/12/2014	17	2993	2996	-3	-0.001289258
3235	9/12/2014	18	2484	2199	285	0.114726985
3236	9/12/2014	19	1423	1379	44	0.030234685
3237	9/12/2014	20	770	667	103	0.132481668
3238	9/12/2014	21	384	424	-40	-0.104755356
3239	9/12/2014	22	294	223	71	0.241006653
3240	9/12/2014	23	200	186	14	0.065158036
3241	9/13/2014	0	214	251	-37	-0.173194848
3242	9/13/2014	1	394	419	-25	-0.065192314
3243	9/13/2014	2	815	682	133	0.162432213
3244	9/13/2014	3	1324	1332	-8	-0.006451672
3245	9/13/2014	4	1965	2227	-262	-0.133786059
3246	9/13/2014	5	2642	2689	-47	-0.018010868
3247	9/13/2014	6	3106	3391	-285	-0.091940041
3248	9/13/2014	7	3189	3313	-124	-0.038989514
3249	9/13/2014	8	3080	3091	-11	-0.003594672
3250	9/13/2014	9	3286	3458	-172	-0.052525024
3251	9/13/2014	10	3296	3311	-15	-0.004559576
3252	9/13/2014	11	3066	3367	-301	-0.098318645
3253	9/13/2014	12	2743	2847	-104	-0.03810613
3254	9/13/2014	13	2828	2566	262	0.092626771
3255	9/13/2014	14	2957	3061	-104	-0.03534808
