Index	Date	Hour	Original	Predicted	Error	Relative Error
102	5/5/2014	5	792	894	-102	-0.129500424
103	5/5/2014	6	1101	982	119	0.107453363
104	5/5/2014	7	973	1100	-127	-0.13111619
105	5/5/2014	8	964	927	37	0.038360022
106	5/5/2014	9	1062	979	83	0.078078335
107	5/5/2014	10	880	1038	-158	-0.179996679
108	5/5/2014	11	1009	908	101	0.09975705
109	5/5/2014	12	794	874	-80	-0.101455335
110	5/5/2014	13	868	785	83	0.094710172
111	5/5/2014	14	837	896	-59	-0.070861842
112	5/5/2014	15	966	826	140	0.144915926
113	5/5/2014	16	1017	946	71	0.068937784
114	5/5/2014	17	1041	942	99	0.094997894
115	5/5/2014	18	766	794	-28	-0.037575361
116	5/5/2014	19	405	445	-40	-0.099481423
117	5/5/2014	20	196	227	-31	-0.160352082
118	5/5/2014	21	97	96	1	0.005900162
119	5/5/2014	22	60	58	2	0.029857651
120	5/5/2014	23	56	42	14	0.243211911
121	5/6/2014	0	66	69	-3	-0.054919812
122	5/6/2014	1	161	158	3	0.015366082
123	5/6/2014	2	320	291	29	0.08852604
124	5/6/2014	3	451	467	-16	-0.036116682
125	5/6/2014	4	712	689	23	0.032045722
126	5/6/2014	5	940	960	-20	-0.022012679
127	5/6/2014	6	1048	1147	-99	-0.095015583
128	5/6/2014	7	1115	1032	83	0.074393216
129	5/6/2014	8	1022	1057	-35	-0.034711069
130	5/6/2014	9	1051	1060	-9	-0.008656856
131	5/6/2014	10	1065	986	79	0.073375362
132	5/6/2014	11	1006	1071	-65	-0.064741959
133	5/6/2014	12	1041	852	189	0.181138523
134	5/6/2014	13	956	968	-12	-0.012641866
135	5/6/2014	14	929	944	-15	-0.016531203
136	5/6/2014	15	996	924	72	0.071496874
137	5/6/2014	16	996	966	30	0.029196765
138	5/6/2014	17	1033	977	56	0.054029752
139	5/6/2014	18	774	769	5	0.005957719
140	5/6/2014	19	484	459	25	0.049642684
141	5/6/2014	20	243	248	-5	-0.023054774
142	5/6/2014	21	108	115	-7	-0.072462975
143	5/6/2014	22	69	64	5	0.071589902
144	5/6/2014	23	46	49	-3	-0.086946949
145	5/7/2014	0	71	59	12	0.165716414
146	5/7/2014	1	170	174	-4	-0.02396706
147	5/7/2014	2	263	315	-52	-0.199041231
148	5/7/2014	3	421	409	12	0.02701961
149	5/7/2014	4	643	659	-16	-0.02565971
150	5/7/2014	5	889	898	-9	-0.010875869
151	5/7/2014	6	1082	1103	-21	-0.019650504
152	5/7/2014	7	1045	1084	-39	-0.037771495
153	5/7/2014	8	829	994	-165	-0.200037248
154	5/7/2014	9	1032	905	127	0.122558706
155	5/7/2014	10	1190	961	229	0.191877429
156	5/7/2014	11	1087	1187	-100	-0.092458533
157	5/7/2014	12	1042	940	102	0.097367955
158	5/7/2014	13	917	956	-39	-0.043228957
159	5/7/2014	14	973	915	58	0.058843617
160	5/7/2014	15	928	989	-61	-0.066120834
161	5/7/2014	16	917	938	-21	-0.023588507
162	5/7/2014	17	968	935	33	0.033989627
163	5/7/2014	18	814	733	81	0.098876042
164	5/7/2014	19	397	484	-87	-0.221634224
165	5/7/2014	20	225	210	15	0.065332896
166	5/7/2014	21	116	104	12	0.100212162
167	5/7/2014	22	47	65	-18	-0.4021659
168	5/7/2014	23	52	38	14	0.255726681
169	5/8/2014	0	58	67	-9	-0.162507025
170	5/8/2014	1	176	144	32	0.176275061
171	5/8/2014	2	262	327	-65	-0.248391328
172	5/8/2014	3	443	393	50	0.112375047
173	5/8/2014	4	680	681	-1	-0.002429485
174	5/8/2014	5	984	922	62	0.062090171
175	5/8/2014	6	1152	1197	-45	-0.039490946
176	5/8/2014	7	1141	1098	43	0.036918272
177	5/8/2014	8	950	1017	-67	-0.070896606
178	5/8/2014	9	1057	1027	30	0.027465364
179	5/8/2014	10	1126	1033	93	0.082288128
180	5/8/2014	11	925	1133	-208	-0.225108203
181	5/8/2014	12	909	892	17	0.018510334
182	5/8/2014	13	965	888	77	0.078974829
183	5/8/2014	14	899	979	-80	-0.089789315
184	5/8/2014	15	836	962	-126	-0.151567499
185	5/8/2014	16	869	869	0	-7.50E-05
186	5/8/2014	17	843	929	-86	-0.102952857
187	5/8/2014	18	678	684	-6	-0.009631237
188	5/8/2014	19	338	395	-57	-0.169425566
189	5/8/2014	20	174	186	-12	-0.070393996
190	5/8/2014	21	90	91	-1	-0.012199195
191	5/8/2014	22	66	49	17	0.248464892
192	5/8/2014	23	46	56	-10	-0.228748078
193	5/9/2014	0	61	58	3	0.038414643
194	5/9/2014	1	100	155	-55	-0.559953684
195	5/9/2014	2	231	187	44	0.187179169
196	5/9/2014	3	330	391	-61	-0.186611462
197	5/9/2014	4	527	557	-30	-0.057858498
198	5/9/2014	5	615	761	-146	-0.237611531
199	5/9/2014	6	855	804	51	0.058753794
200	5/9/2014	7	872	893	-21	-0.025094387
201	5/9/2014	8	788	802	-14	-0.018123905
202	5/9/2014	9	849	912	-63	-0.0752033
203	5/9/2014	10	697	879	-182	-0.261443794
204	5/9/2014	11	908	720	188	0.206245441
205	5/9/2014	12	744	873	-129	-0.17464683
206	5/9/2014	13	770	769	1	0.000214387
207	5/9/2014	14	776	784	-8	-0.010844716
208	5/9/2014	15	696	803	-107	-0.154233716
209	5/9/2014	16	737	746	-9	-0.013361023
210	5/9/2014	17	777	798	-21	-0.027991763
211	5/9/2014	18	533	637	-104	-0.196774146
212	5/9/2014	19	352	306	46	0.127880342
213	5/9/2014	20	180	184	-4	-0.022493614
214	5/9/2014	21	100	92	8	0.078630194
215	5/9/2014	22	60	57	3	0.049283861
216	5/9/2014	23	43	49	-6	-0.148857997
217	5/10/2014	0	57	54	3	0.036100483
218	5/10/2014	1	116	133	-17	-0.148319815
219	5/10/2014	2	218	222	-4	-0.021155547
220	5/10/2014	3	343	350	-7	-0.021880045
221	5/10/2014	4	520	566	-46	-0.089389744
222	5/10/2014	5	742	715	27	0.035114418
223	5/10/2014	6	903	927	-24	-0.026983608
224	5/10/2014	7	986	934	52	0.052661699
225	5/10/2014	8	922	849	73	0.078812409
226	5/10/2014	9	949	1009	-60	-0.06365205
227	5/10/2014	10	817	959	-142	-0.175005386
228	5/10/2014	11	834	821	13	0.01502734
229	5/10/2014	12	833	826	7	0.008399872
230	5/10/2014	13	688	854	-166	-0.24242384
231	5/10/2014	14	696	724	-28	-0.040635176
232	5/10/2014	15	708	705	3	0.003906935
233	5/10/2014	16	630	773	-143	-0.227546187
234	5/10/2014	17	627	700	-73	-0.117820661
235	5/10/2014	18	535	521	14	0.025981322
236	5/10/2014	19	374	319	55	0.144688076
237	5/10/2014	20	175	200	-25	-0.146763519
238	5/10/2014	21	101	90	11	0.102694129
239	5/10/2014	22	64	57	7	0.097239782
240	5/10/2014	23	22	48	-26	-1.201786235
241	5/11/2014	0	55	34	21	0.368139419
242	5/11/2014	1	97	123	-26	-0.268774205
243	5/11/2014	2	185	198	-13	-0.073796751
244	5/11/2014	3	308	314	-6	-0.020403298
245	5/11/2014	4	513	478	35	0.066583682
246	5/11/2014	5	696	724	-28	-0.040294243
247	5/11/2014	6	764	881	-117	-0.153419508
248	5/11/2014	7	858	815	43	0.049628911
249	5/11/2014	8	831	758	73	0.087463137
250	5/11/2014	9	738	937	-199	-0.27045727
251	5/11/2014	10	782	749	33	0.042106356
252	5/11/2014	11	721	802	-81	-0.112573415
253	5/11/2014	12	695	716	-21	-0.030616909
254	5/11/2014	13	702	698	4	0.005682005
255	5/11/2014	14	747	732	15	0.01984129
256	5/11/2014	15	670	714	-44	-0.065735002
257	5/11/2014	16	657	676	-19	-0.029078277
258	5/11/2014	17	760	701	59	0.077625634
259	5/11/2014	18	605	585	20	0.032809616
260	5/11/2014	19	399	358	41	0.101939832
261	5/11/2014	20	188	199	-11	-0.063252674
262	5/11/2014	21	85	99	-14	-0.174136239
263	5/11/2014	22	36	50	-14	-0.400025387
264	5/11/2014	23	25	26	-1	-0.070883212
265	5/12/2014	0	46	41	5	0.0883124
266	5/12/2014	1	122	101	21	0.164553427
267	5/12/2014	2	242	233	9	0.034228978
268	5/12/2014	3	345	362	-17	-0.051888829
269	5/12/2014	4	533	525	8	0.014914406
270	5/12/2014	5	743	703	40	0.052856377
271	5/12/2014	6	895	905	-10	-0.01117376
272	5/12/2014	7	1003	950	53	0.052376708
273	5/12/2014	8	991	908	83	0.082811271
274	5/12/2014	9	1011	997	14	0.012886071
275	5/12/2014	10	997	926	71	0.070991504
276	5/12/2014	11	983	957	26	0.025797313
277	5/12/2014	12	885	904	-19	-0.022479151
278	5/12/2014	13	823	847	-24	-0.029925147
279	5/12/2014	14	851	820	31	0.035905077
280	5/12/2014	15	816	801	15	0.017409751
281	5/12/2014	16	972	803	169	0.173582488
282	5/12/2014	17	921	939	-18	-0.019746702
283	5/12/2014	18	705	708	-3	-0.004808613
284	5/12/2014	19	384	425	-41	-0.109036989
285	5/12/2014	20	185	187	-2	-0.015383365
286	5/12/2014	21	113	99	14	0.12075433
287	5/12/2014	22	71	65	6	0.079883245
288	5/12/2014	23	47	39	8	0.162429933
289	5/13/2014	0	68	75	-7	-0.112535371
290	5/13/2014	1	127	131	-4	-0.034434249
291	5/13/2014	2	260	246	14	0.052895816
292	5/13/2014	3	414	391	23	0.054251775
293	5/13/2014	4	665	644	21	0.030863563
294	5/13/2014	5	813	864	-51	-0.063125166
295	5/13/2014	6	1022	986	36	0.034387603
296	5/13/2014	7	996	1109	-113	-0.11399704
297	5/13/2014	8	876	960	-84	-0.096990883
298	5/13/2014	9	987	895	92	0.092596567
299	5/13/2014	10	938	923	15	0.01532499
300	5/13/2014	11	968	987	-19	-0.020074845
301	5/13/2014	12	815	873	-58	-0.071740943
302	5/13/2014	13	697	772	-75	-0.107989478
303	5/13/2014	14	837	748	89	0.106190478
304	5/13/2014	15	857	791	66	0.076210069
305	5/13/2014	16	835	868	-33	-0.0406595
306	5/13/2014	17	770	863	-93	-0.121451473
307	5/13/2014	18	599	592	7	0.011597087
308	5/13/2014	19	372	385	-13	-0.037263085
309	5/13/2014	20	192	185	7	0.034729649
310	5/13/2014	21	88	105	-17	-0.200149174
311	5/13/2014	22	48	51	-3	-0.079623323
312	5/13/2014	23	44	29	15	0.326058254
313	5/14/2014	0	61	71	-10	-0.164858914
314	5/14/2014	1	119	124	-5	-0.043287618
315	5/14/2014	2	233	226	7	0.029156837
316	5/14/2014	3	421	359	62	0.146232308
317	5/14/2014	4	619	668	-49	-0.079468713
318	5/14/2014	5	813	820	-7	-0.008900238
319	5/14/2014	6	976	938	38	0.038270639
320	5/14/2014	7	952	1029	-77	-0.080952715
321	5/14/2014	8	853	919	-66	-0.07783411
322	5/14/2014	9	908	886	22	0.023805613
323	5/14/2014	10	851	898	-47	-0.05588598
324	5/14/2014	11	850	869	-19	-0.023352934
325	5/14/2014	12	686	790	-104	-0.152627647
326	5/14/2014	13	652	645	7	0.010246543
327	5/14/2014	14	672	725	-53	-0.080280065
328	5/14/2014	15	708	694	14	0.019205036
329	5/14/2014	16	179	734	-555	-3.10204596
330	5/14/2014	17	1	244	-243	-243.8526737
331	5/14/2014	18	6	3	3	0.369173996
332	5/14/2014	19	15	12	3	0.146240967
333	5/14/2014	20	110	23	87	0.786354756
334	5/14/2014	21	93	69	24	0.252136333
335	5/14/2014	22	50	33	17	0.33276119
336	5/14/2014	23	40	21	19	0.461854625
337	5/15/2014	0	53	48	5	0.084298884
338	5/15/2014	1	117	92	25	0.205138545
339	5/15/2014	2	238	197	41	0.171171068
340	5/15/2014	3	355	374	-19	-0.055305367
341	5/15/2014	4	537	575	-38	-0.07185616
342	5/15/2014	5	663	696	-33	-0.050072041
343	5/15/2014	6	830	831	-1	-0.0017835
344	5/15/2014	7	859	894	-35	-0.040888766
345	5/15/2014	8	896	806	90	0.100080934
346	5/15/2014	9	968	858	110	0.112765283
347	5/15/2014	10	918	901	17	0.017914996
348	5/15/2014	11	774	911	-137	-0.17705295
349	5/15/2014	12	705	571	134	0.189484227
350	5/15/2014	13	726	625	101	0.138258328
351	5/15/2014	14	694	813	-119	-0.172337643
352	5/15/2014	15	712	697	15	0.020783969
353	5/15/2014	16	780	466	314	0.401507902
354	5/15/2014	17	754	187	567	0.751875489
355	5/15/2014	18	566	645	-79	-0.140963723
356	5/15/2014	19	296	378	-82	-0.278581463
357	5/15/2014	20	188	261	-73	-0.392674466
358	5/15/2014	21	98	107	-9	-0.09628037
359	5/15/2014	22	44	57	-13	-0.300605262
360	5/15/2014	23	37	34	3	0.056546691
361	5/16/2014	0	55	58	-3	-0.061763551
362	5/16/2014	1	133	136	-3	-0.027444945
363	5/16/2014	2	229	296	-67	-0.293163512
364	5/16/2014	3	246	374	-128	-0.522857968
365	5/16/2014	4	334	418	-84	-0.251776658
366	5/16/2014	5	477	514	-37	-0.079031577
367	5/16/2014	6	572	678	-106	-0.185693758
368	5/16/2014	7	643	678	-35	-0.054699385
369	5/16/2014	8	568	686	-118	-0.209133088
370	5/16/2014	9	615	711	-96	-0.157577907
371	5/16/2014	10	694	659	35	0.049093722
372	5/16/2014	11	659	690	-31	-0.047894774
373	5/16/2014	12	628	705	-77	-0.123315646
374	5/16/2014	13	600	641	-41	-0.069973268
375	5/16/2014	14	623	631	-8	-0.014349676
376	5/16/2014	15	666	663	3	0.004079577
377	5/16/2014	16	633	544	89	0.14037818
378	5/16/2014	17	612	145	467	0.762515644
379	5/16/2014	18	490	595	-105	-0.215069326
380	5/16/2014	19	283	304	-21	-0.077182903
381	5/16/2014	20	152	214	-62	-0.409624485
382	5/16/2014	21	78	87	-9	-0.121637247
383	5/16/2014	22	53	50	3	0.053523165
384	5/16/2014	23	40	49	-9	-0.237660972
385	5/17/2014	0	55	62	-7	-0.127994621
386	5/17/2014	1	105	112	-7	-0.073776749
387	5/17/2014	2	196	199	-3	-0.018611331
388	5/17/2014	3	323	296	27	0.081003157
389	5/17/2014	4	541	481	60	0.109197152
390	5/17/2014	5	658	689	-31	-0.04807047
391	5/17/2014	6	776	813	-37	-0.048194646
392	5/17/2014	7	815	797	18	0.021010477
393	5/17/2014	8	793	747	46	0.057029784
394	5/17/2014	9	740	847	-107	-0.145792496
395	5/17/2014	10	752	751	1	0.000740941
396	5/17/2014	11	778	738	40	0.050967392
397	5/17/2014	12	696	670	26	0.037245366
398	5/17/2014	13	679	659	20	0.029378606
399	5/17/2014	14	704	708	-4	-0.006975412
400	5/17/2014	15	662	727	-65	-0.098245401
401	5/17/2014	16	676	476	200	0.295266298
402	5/17/2014	17	622	177	445	0.714281958
403	5/17/2014	18	455	565	-110	-0.243576035
404	5/17/2014	19	300	295	5	0.013924313
405	5/17/2014	20	169	252	-83	-0.492162781
406	5/17/2014	21	85	94	-9	-0.113909554
407	5/17/2014	22	61	52	9	0.146509311
408	5/17/2014	23	28	51	-23	-0.851416791
409	5/18/2014	0	44	45	-1	-0.043209304
410	5/18/2014	1	102	103	-1	-0.016257838
411	5/18/2014	2	222	218	4	0.017479233
412	5/18/2014	3	316	346	-30	-0.095570442
413	5/18/2014	4	465	474	-9	-0.020316843
414	5/18/2014	5	478	616	-138	-0.290199956
415	5/18/2014	6	593	614	-21	-0.036082115
416	5/18/2014	7	565	665	-100	-0.177757747
417	5/18/2014	8	676	597	79	0.115511097
418	5/18/2014	9	742	761	-19	-0.026196094
419	5/18/2014	10	707	775	-68	-0.096593486
420	5/18/2014	11	691	676	15	0.020429106
421	5/18/2014	12	712	665	47	0.064608473
422	5/18/2014	13	647	708	-61	-0.09498022
423	5/18/2014	14	735	654	81	0.109225364
424	5/18/2014	15	705	730	-25	-0.036182435
425	5/18/2014	16	757	536	221	0.290902519
426	5/18/2014	17	759	207	552	0.72638456
427	5/18/2014	18	522	646	-124	-0.238493406
428	5/18/2014	19	311	317	-6	-0.019688971
429	5/18/2014	20	132	234	-102	-0.779353573
430	5/18/2014	21	81	78	3	0.032782383
431	5/18/2014	22	40	54	-14	-0.369622883
432	5/18/2014	23	27	33	-6	-0.246249993
433	5/19/2014	0	45	45	0	-0.000557311
434	5/19/2014	1	89	103	-14	-0.159722671
435	5/19/2014	2	226	186	40	0.174421196
436	5/19/2014	3	349	309	40	0.114007671
437	5/19/2014	4	535	501	34	0.06209053
438	5/19/2014	5	784	611	173	0.219396432
439	5/19/2014	6	909	853	56	0.060599152
440	5/19/2014	7	955	890	65	0.067031582
441	5/19/2014	8	926	907	19	0.020075877
442	5/19/2014	9	1020	913	107	0.10394823
443	5/19/2014	10	931	981	-50	-0.054080294
444	5/19/2014	11	874	867	7	0.008005143
445	5/19/2014	12	799	808	-9	-0.011868887
446	5/19/2014	13	709	767	-58	-0.081937036
447	5/19/2014	14	744	757	-13	-0.018155029
448	5/19/2014	15	726	739	-13	-0.019173891
449	5/19/2014	16	844	768	76	0.089534241
450	5/19/2014	17	815	795	20	0.024142201
451	5/19/2014	18	559	588	-29	-0.053170884
452	5/19/2014	19	318	326	-8	-0.028066587
453	5/19/2014	20	148	167	-19	-0.13044958
454	5/19/2014	21	94	82	12	0.125673736
455	5/19/2014	22	53	55	-2	-0.045253046
456	5/19/2014	23	36	35	1	0.013530928
457	5/20/2014	0	50	54	-4	-0.090752693
458	5/20/2014	1	125	108	17	0.128229092
459	5/20/2014	2	238	254	-16	-0.067605263
460	5/20/2014	3	364	337	27	0.073934918
461	5/20/2014	4	578	544	34	0.058229772
462	5/20/2014	5	742	708	34	0.045302218
463	5/20/2014	6	891	863	28	0.031068516
464	5/20/2014	7	900	881	19	0.020375605
465	5/20/2014	8	835	873	-38	-0.04599984
466	5/20/2014	9	886	874	12	0.012458641
467	5/20/2014	10	892	876	16	0.017600606
468	5/20/2014	11	849	865	-16	-0.020018048
469	5/20/2014	12	723	802	-79	-0.110081231
470	5/20/2014	13	720	680	40	0.054664578
471	5/20/2014	14	755	764	-9	-0.01268108
472	5/20/2014	15	695	751	-56	-0.081510193
473	5/20/2014	16	745	743	2	0.002504012
474	5/20/2014	17	719	726	-7	-0.010744486
475	5/20/2014	18	529	528	1	0.000110835
476	5/20/2014	19	320	315	5	0.014367327
477	5/20/2014	20	186	158	28	0.149442651
478	5/20/2014	21	89	101	-12	-0.143747531
479	5/20/2014	22	60	53	7	0.114723794
480	5/20/2014	23	47	36	11	0.223042765
481	5/21/2014	0	43	65	-22	-0.519280789
482	5/21/2014	1	133	96	37	0.27604814
483	5/21/2014	2	254	265	-11	-0.045060837
484	5/21/2014	3	363	391	-28	-0.079756507
485	5/21/2014	4	565	567	-2	-0.003983367
486	5/21/2014	5	638	689	-51	-0.08131203
487	5/21/2014	6	797	791	6	0.007292118
488	5/21/2014	7	889	823	66	0.073898657
489	5/21/2014	8	770	895	-125	-0.16291323
490	5/21/2014	9	854	825	29	0.032920893
491	5/21/2014	10	831	829	2	0.001377206
492	5/21/2014	11	846	820	26	0.029693426
493	5/21/2014	12	828	779	49	0.058610407
494	5/21/2014	13	636	760	-124	-0.195085831
495	5/21/2014	14	700	696	4	0.005064919
496	5/21/2014	15	712	682	30	0.040737816
497	5/21/2014	16	714	783	-69	-0.09761304
498	5/21/2014	17	695	706	-11	-0.017026263
499	5/21/2014	18	488	508	-20	-0.041087953
500	5/21/2014	19	287	302	-15	-0.054896418
501	5/21/2014	20	163	148	15	0.086895721
502	5/21/2014	21	98	91	7	0.069351975
503	5/21/2014	22	50	58	-8	-0.166236674
504	5/21/2014	23	20	32	-12	-0.6152086
505	5/22/2014	0	41	30	11	0.254506845
506	5/22/2014	1	100	105	-5	-0.052235006
507	5/22/2014	2	250	227	23	0.090840919
508	5/22/2014	3	368	368	0	-0.000277914
509	5/22/2014	4	558	541	17	0.030169679
510	5/22/2014	5	695	675	20	0.027709235
511	5/22/2014	6	769	826	-57	-0.07514511
512	5/22/2014	7	758	802	-44	-0.058542503
513	5/22/2014	8	694	755	-61	-0.089120095
514	5/22/2014	9	752	796	-44	-0.058708682
515	5/22/2014	10	754	764	-10	-0.014360278
516	5/22/2014	11	761	760	1	0.0003754
517	5/22/2014	12	661	733	-72	-0.109755911
518	5/22/2014	13	589	609	-20	-0.034398959
519	5/22/2014	14	590	654	-64	-0.108632353
520	5/22/2014	15	647	595	52	0.079255745
521	5/22/2014	16	674	724	-50	-0.074341591
522	5/22/2014	17	623	686	-63	-0.101792241
523	5/22/2014	18	480	440	40	0.081503902
524	5/22/2014	19	305	289	16	0.051663515
525	5/22/2014	20	163	158	5	0.025446059
526	5/22/2014	21	85	91	-6	-0.081947109
527	5/22/2014	22	41	47	-6	-0.154907688
528	5/22/2014	23	39	26	13	0.318276071
529	5/23/2014	0	50	52	-2	-0.055926382
530	5/23/2014	1	109	124	-15	-0.139872153
531	5/23/2014	2	216	237	-21	-0.098566559
532	5/23/2014	3	303	324	-21	-0.070708055
533	5/23/2014	4	467	504	-37	-0.079709127
534	5/23/2014	5	628	623	5	0.007079797
535	5/23/2014	6	724	771	-47	-0.06552376
536	5/23/2014	7	802	788	14	0.016426514
537	5/23/2014	8	725	754	-29	-0.040611834
538	5/23/2014	9	710	801	-91	-0.129019805
539	5/23/2014	10	682	722	-40	-0.059787997
540	5/23/2014	11	728	706	22	0.028976846
541	5/23/2014	12	699	682	17	0.02372793
542	5/23/2014	13	657	624	33	0.04957505
543	5/23/2014	14	614	689	-75	-0.123153486
544	5/23/2014	15	600	635	-35	-0.059318648
545	5/23/2014	16	638	655	-17	-0.027401125
546	5/23/2014	17	560	627	-67	-0.121422709
547	5/23/2014	18	487	444	43	0.086944865
548	5/23/2014	19	301	298	3	0.009806831
549	5/23/2014	20	133	161	-28	-0.217752854
550	5/23/2014	21	82	77	5	0.058787152
551	5/23/2014	22	47	46	1	0.016431151
552	5/23/2014	23	39	31	8	0.181672424
553	5/24/2014	0	30	52	-22	-0.748109971
554	5/24/2014	1	120	82	38	0.314624697
555	5/24/2014	2	218	240	-22	-0.102638424
556	5/24/2014	3	314	334	-20	-0.066592585
557	5/24/2014	4	458	502	-44	-0.096377919
558	5/24/2014	5	574	581	-7	-0.013790898
559	5/24/2014	6	675	720	-45	-0.066805687
560	5/24/2014	7	742	741	1	0.000359984
561	5/24/2014	8	745	683	62	0.082478359
562	5/24/2014	9	728	787	-59	-0.081494074
563	5/24/2014	10	671	732	-61	-0.091413511
564	5/24/2014	11	696	698	-2	-0.003146004
565	5/24/2014	12	607	653	-46	-0.077021502
566	5/24/2014	13	610	578	32	0.05173432
567	5/24/2014	14	614	633	-19	-0.032067209
568	5/24/2014	15	630	616	14	0.021175853
569	5/24/2014	16	572	660	-88	-0.153890378
570	5/24/2014	17	586	562	24	0.039911031
571	5/24/2014	18	426	462	-36	-0.085553512
572	5/24/2014	19	316	266	50	0.156121156
573	5/24/2014	20	160	167	-7	-0.048205219
574	5/24/2014	21	101	88	13	0.125576139
575	5/24/2014	22	46	53	-7	-0.15809081
576	5/24/2014	23	39	32	7	0.156419266
577	5/25/2014	0	52	44	8	0.145601323
578	5/25/2014	1	88	139	-51	-0.587504819
579	5/25/2014	2	172	192	-20	-0.116465735
580	5/25/2014	3	251	265	-14	-0.058069459
581	5/25/2014	4	407	423	-16	-0.040934812
582	5/25/2014	5	566	556	10	0.017369339
583	5/25/2014	6	795	672	123	0.153971354
584	5/25/2014	7	864	840	24	0.026990472
585	5/25/2014	8	712	781	-69	-0.09776104
586	5/25/2014	9	677	725	-48	-0.071560556
587	5/25/2014	10	558	657	-99	-0.177435124
588	5/25/2014	11	552	618	-66	-0.120856754
589	5/25/2014	12	523	561	-38	-0.07388107
590	5/25/2014	13	554	510	44	0.079235298
591	5/25/2014	14	636	585	51	0.078789478
592	5/25/2014	15	671	660	11	0.015917404
593	5/25/2014	16	674	661	13	0.018898607
594	5/25/2014	17	599	607	-8	-0.014652803
595	5/25/2014	18	480	458	22	0.044611565
596	5/25/2014	19	307	318	-11	-0.036302317
597	5/25/2014	20	137	154	-17	-0.127297415
598	5/25/2014	21	59	83	-24	-0.407346048
599	5/25/2014	22	26	33	-7	-0.28768607
600	5/25/2014	23	23	22	1	0.032560622
601	5/26/2014	0	46	32	14	0.296880528
602	5/26/2014	1	100	116	-16	-0.160738403
603	5/26/2014	2	181	200	-19	-0.109126583
604	5/26/2014	3	295	252	43	0.143282426
605	5/26/2014	4	492	450	42	0.08372373
606	5/26/2014	5	714	650	64	0.088511472
607	5/26/2014	6	816	824	-8	-0.010862046
608	5/26/2014	7	830	833	-3	-0.004598618
609	5/26/2014	8	832	740	92	0.109942502
610	5/26/2014	9	910	803	107	0.117296243
611	5/26/2014	10	938	806	132	0.140202128
612	5/26/2014	11	850	896	-46	-0.055168292
613	5/26/2014	12	796	733	63	0.077901126
614	5/26/2014	13	680	740	-60	-0.088429962
615	5/26/2014	14	709	686	23	0.031311752
616	5/26/2014	15	712	724	-12	-0.018042008
617	5/26/2014	16	805	700	105	0.129345061
618	5/26/2014	17	750	728	22	0.028237282
619	5/26/2014	18	551	567	-16	-0.029666043
620	5/26/2014	19	289	352	-63	-0.218851885
621	5/26/2014	20	148	143	5	0.029874429
622	5/26/2014	21	86	82	4	0.043465788
623	5/26/2014	22	51	42	9	0.170703995
624	5/26/2014	23	25	43	-18	-0.731337513
625	5/27/2014	0	67	35	32	0.47461654
626	5/27/2014	1	102	144	-42	-0.415393184
627	5/27/2014	2	216	201	15	0.067326313
628	5/27/2014	3	365	313	52	0.140802771
629	5/27/2014	4	587	539	48	0.081149935
630	5/27/2014	5	769	800	-31	-0.041176289
631	5/27/2014	6	889	894	-5	-0.005872283
632	5/27/2014	7	872	935	-63	-0.073325665
633	5/27/2014	8	811	820	-9	-0.01140965
634	5/27/2014	9	848	832	16	0.018465018
635	5/27/2014	10	898	792	106	0.117682686
636	5/27/2014	11	853	864	-11	-0.013094658
637	5/27/2014	12	740	772	-32	-0.04343414
638	5/27/2014	13	747	690	57	0.074974157
639	5/27/2014	14	747	750	-3	-0.004477659
640	5/27/2014	15	684	759	-75	-0.111037124
641	5/27/2014	16	781	717	64	0.081501296
642	5/27/2014	17	740	723	17	0.02218844
643	5/27/2014	18	563	559	4	0.00653468
644	5/27/2014	19	348	350	-2	-0.008461514
645	5/27/2014	20	173	161	12	0.068556278
646	5/27/2014	21	71	93	-22	-0.320089696
647	5/27/2014	22	32	38	-6	-0.195805041
648	5/27/2014	23	28	25	3	0.07518591
649	5/28/2014	0	53	45	8	0.144121446
650	5/28/2014	1	112	115	-3	-0.031994055
651	5/28/2014	2	180	213	-33	-0.185193117
652	5/28/2014	3	271	278	-7	-0.027929132
653	5/28/2014	4	446	449	-3	-0.007228601
654	5/28/2014	5	604	628	-24	-0.040478847
655	5/28/2014	6	766	754	12	0.01445407
656	5/28/2014	7	647	802	-155	-0.239916146
657	5/28/2014	8	759	649	110	0.144454631
658	5/28/2014	9	929	782	147	0.157542608
659	5/28/2014	10	877	867	10	0.010514948
660	5/28/2014	11	818	821	-3	-0.004511401
661	5/28/2014	12	691	704	-13	-0.020016519
662	5/28/2014	13	689	666	23	0.033301891
663	5/28/2014	14	732	719	13	0.017110679
664	5/28/2014	15	736	732	4	0.004846989
665	5/28/2014	16	752	757	-5	-0.007347831
666	5/28/2014	17	734	697	37	0.049146049
667	5/28/2014	18	498	558	-60	-0.12128453
668	5/28/2014	19	347	312	35	0.099128357
669	5/28/2014	20	188	167	21	0.107309782
670	5/28/2014	21	98	91	7	0.069608143
671	5/28/2014	22	57	44	13	0.211719189
672	5/28/2014	23	30	37	-7	-0.265381268
673	5/29/2014	0	61	58	3	0.036583557
674	5/29/2014	1	125	111	14	0.109639945
675	5/29/2014	2	223	224	-1	-0.007643912
676	5/29/2014	3	357	348	9	0.023592278
677	5/29/2014	4	601	560	41	0.06752479
678	5/29/2014	5	857	807	50	0.058091048
679	5/29/2014	6	915	1026	-111	-0.122274592
