"Date"	"Hour"	"Original"	"Predicted"	"Relative Error"
"70"	"2014-05-03"	21	78	87	-0.115672089211784
"71"	"2014-05-03"	22	51	50	0.0149828739951927
"72"	"2014-05-03"	23	30	33	-0.111326712529335
"73"	"2014-05-04"	0	48	42	0.110146326538038
"74"	"2014-05-04"	1	106	113	-0.074125046099732
"75"	"2014-05-04"	2	251	209	0.165183253395685
"76"	"2014-05-04"	3	372	369	0.00806437401689985
"77"	"2014-05-04"	4	564	567	-0.00574564181115081
"78"	"2014-05-04"	5	800	791	0.0106890088033506
"79"	"2014-05-04"	6	985	951	0.0340938116431665
"80"	"2014-05-04"	7	997	986	0.0108314672624859
"81"	"2014-05-04"	8	918	915	0.00282002509270938
"82"	"2014-05-04"	9	849	938	-0.105888842708713
"83"	"2014-05-04"	10	769	870	-0.132407383749451
"84"	"2014-05-04"	11	851	788	0.0739947032405962
"85"	"2014-05-04"	12	850	745	0.12251174290682
"86"	"2014-05-04"	13	840	805	0.0407793995136249
"87"	"2014-05-04"	14	916	841	0.0818615879079256
"88"	"2014-05-04"	15	917	859	0.062239393693073
"89"	"2014-05-04"	16	862	888	-0.030894872483777
"90"	"2014-05-04"	17	921	824	0.104742852151208
"91"	"2014-05-04"	18	660	732	-0.110159239719607
"92"	"2014-05-04"	19	408	404	0.00796582318350347
"93"	"2014-05-04"	20	216	231	-0.0704298259878541
"94"	"2014-05-04"	21	114	103	0.0945912154344077
"95"	"2014-05-04"	22	49	69	-0.416580593064593
"96"	"2014-05-04"	23	45	34	0.240772044175424
"97"	"2014-05-05"	0	53	60	-0.147139132166609
"98"	"2014-05-05"	1	137	126	0.0757795652466985
"99"	"2014-05-05"	2	254	271	-0.0671821594199423
"100"	"2014-05-05"	3	408	377	0.075316154154943
"101"	"2014-05-05"	4	638	635	0.00323263618421229
"102"	"2014-05-05"	5	792	884	-0.116605411333255
"103"	"2014-05-05"	6	1101	986	0.103761063622833
"104"	"2014-05-05"	7	973	1069	-0.0992769582608166
"105"	"2014-05-05"	8	964	917	0.0486622562878561
"106"	"2014-05-05"	9	1062	978	0.0789873572737052
"107"	"2014-05-05"	10	880	1012	-0.150834897817832
"108"	"2014-05-05"	11	1009	907	0.100338859336767
"109"	"2014-05-05"	12	794	857	-0.0803025305162075
"110"	"2014-05-05"	13	868	781	0.0997301767157698
"111"	"2014-05-05"	14	837	893	-0.0670957143027732
"112"	"2014-05-05"	15	966	842	0.127981008138718
"113"	"2014-05-05"	16	1017	946	0.0692624225650985
"114"	"2014-05-05"	17	1041	965	0.0729646163066751
"115"	"2014-05-05"	18	766	791	-0.0329090247956057
"116"	"2014-05-05"	19	405	444	-0.0975845463834944
"117"	"2014-05-05"	20	196	225	-0.150740412731295
"118"	"2014-05-05"	21	97	98	-0.0187277887779867
"119"	"2014-05-05"	22	60	58	0.0172902495702245
"120"	"2014-05-05"	23	56	44	0.211793661623171
"121"	"2014-05-06"	0	66	70	-0.0687955997558871
"122"	"2014-05-06"	1	161	149	0.0717630053664809
"123"	"2014-05-06"	2	320	299	0.063303196053646
"124"	"2014-05-06"	3	451	467	-0.0374290671726423
"125"	"2014-05-06"	4	712	707	0.00671540524372301
"126"	"2014-05-06"	5	940	969	-0.0313684868420704
"127"	"2014-05-06"	6	1048	1166	-0.112782345228825
"128"	"2014-05-06"	7	1115	1046	0.0617876349101356
"129"	"2014-05-06"	8	1022	1037	-0.0155158656535049
"130"	"2014-05-06"	9	1051	1059	-0.00793874026996645
"131"	"2014-05-06"	10	1065	1003	0.0577975888562585
"132"	"2014-05-06"	11	1006	1064	-0.05794564426643
"133"	"2014-05-06"	12	1041	872	0.161640286315852
"134"	"2014-05-06"	13	956	981	-0.0263838701513063
"135"	"2014-05-06"	14	929	957	-0.0304549524051753
"136"	"2014-05-06"	15	996	945	0.0507611804019745
"137"	"2014-05-06"	16	996	984	0.0118757584913869
"138"	"2014-05-06"	17	1033	991	0.0399049278765199
"139"	"2014-05-06"	18	774	793	-0.0251588548162427
"140"	"2014-05-06"	19	484	451	0.0668392078748425
"141"	"2014-05-06"	20	243	255	-0.0511913940280939
"142"	"2014-05-06"	21	108	115	-0.0731633251182797
"143"	"2014-05-06"	22	69	64	0.0688421011405477
"144"	"2014-05-06"	23	46	50	-0.0946767238500981
"145"	"2014-05-07"	0	71	61	0.129701176384174
"146"	"2014-05-07"	1	170	164	0.0337008522180661
"147"	"2014-05-07"	2	263	320	-0.220165095749531
"148"	"2014-05-07"	3	421	401	0.04618974202003
"149"	"2014-05-07"	4	643	654	-0.0174948461488232
"150"	"2014-05-07"	5	889	909	-0.0226604258100175
"151"	"2014-05-07"	6	1082	1103	-0.0202681241326188
"152"	"2014-05-07"	7	1045	1059	-0.0137594446652186
"153"	"2014-05-07"	8	829	965	-0.164293448607211
"154"	"2014-05-07"	9	1032	888	0.139486894062596
"155"	"2014-05-07"	10	1190	1006	0.154084673930883
"156"	"2014-05-07"	11	1087	1165	-0.0717800792256988
"157"	"2014-05-07"	12	1042	941	0.0969147276591391
"158"	"2014-05-07"	13	917	945	-0.0307811858846623
"159"	"2014-05-07"	14	973	924	0.0502622629882038
"160"	"2014-05-07"	15	928	998	-0.0763003110787902
"161"	"2014-05-07"	16	917	940	-0.0251657735861819
"162"	"2014-05-07"	17	968	931	0.0377848912869331
"163"	"2014-05-07"	18	814	755	0.0722888071215313
"164"	"2014-05-07"	19	397	473	-0.193121902387197
"165"	"2014-05-07"	20	225	215	0.0417616448072489
"166"	"2014-05-07"	21	116	107	0.0759426010805016
"167"	"2014-05-07"	22	47	67	-0.43530522901511
"168"	"2014-05-07"	23	52	37	0.282126893272921
"169"	"2014-05-08"	0	58	66	-0.153366110829129
"170"	"2014-05-08"	1	176	143	0.187161552562325
"171"	"2014-05-08"	2	262	317	-0.211374018213745
"172"	"2014-05-08"	3	443	391	0.115208990126115
"173"	"2014-05-08"	4	680	684	-0.00723129116471505
"174"	"2014-05-08"	5	984	929	0.0551497260453408
"175"	"2014-05-08"	6	1152	1196	-0.0388491461856163
"176"	"2014-05-08"	7	1141	1111	0.0257009172063051
"177"	"2014-05-08"	8	950	1019	-0.0732622911964017
"178"	"2014-05-08"	9	1057	1016	0.0384775285882747
"179"	"2014-05-08"	10	1126	1057	0.0605953945320655
"180"	"2014-05-08"	11	925	1102	-0.191590970671377
"181"	"2014-05-08"	12	909	849	0.0651374456024908
"182"	"2014-05-08"	13	965	868	0.10043841512421
"183"	"2014-05-08"	14	899	975	-0.0847538387267267
"184"	"2014-05-08"	15	836	920	-0.100911202239683
"185"	"2014-05-08"	16	869	841	0.0318411999818682
"186"	"2014-05-08"	17	843	884	-0.0492864664262259
"187"	"2014-05-08"	18	678	687	-0.0141503402431647
"188"	"2014-05-08"	19	338	394	-0.16718859293012
"189"	"2014-05-08"	20	174	188	-0.0834828536958392
"190"	"2014-05-08"	21	90	88	0.0213619037676234
"191"	"2014-05-08"	22	66	52	0.199763408301821
"192"	"2014-05-08"	23	46	50	-0.0871089753640534
"193"	"2014-05-09"	0	61	58	0.0374656605541146
"194"	"2014-05-09"	1	100	141	-0.416942277596275
"195"	"2014-05-09"	2	231	196	0.148601038624394
"196"	"2014-05-09"	3	330	371	-0.124833744759965
"197"	"2014-05-09"	4	527	548	-0.0399490808866291
"198"	"2014-05-09"	5	615	752	-0.223397840850451
"199"	"2014-05-09"	6	855	774	0.094090818788331
"200"	"2014-05-09"	7	872	869	0.00306867669060843
"201"	"2014-05-09"	8	788	801	-0.0164981604556218
"202"	"2014-05-09"	9	849	850	-0.00169846147757658
"203"	"2014-05-09"	10	697	838	-0.202618241483449
