"Date"	"Hour"	"Original"	"Predicted"	"Relative Error"
"181"	"2014-05-08"	12	909	851	0.0630566125413712
"182"	"2014-05-08"	13	965	874	0.0942796542242231
"183"	"2014-05-08"	14	899	976	-0.0862061478166346
"184"	"2014-05-08"	15	836	921	-0.101792127104606
"185"	"2014-05-08"	16	869	848	0.023911076476517
"186"	"2014-05-08"	17	843	890	-0.0563375280077447
"187"	"2014-05-08"	18	678	689	-0.0163911000553067
"188"	"2014-05-08"	19	338	398	-0.179427407855876
"189"	"2014-05-08"	20	174	191	-0.0992537025126942
"190"	"2014-05-08"	21	90	89	0.00588766503997628
"191"	"2014-05-08"	22	66	54	0.178870884548419
"192"	"2014-05-08"	23	46	50	-0.0930576846741873
"193"	"2014-05-09"	0	61	59	0.020663880794123
"194"	"2014-05-09"	1	100	143	-0.430701266325722
"195"	"2014-05-09"	2	231	201	0.129725147061689
"196"	"2014-05-09"	3	330	372	-0.128986331743689
"197"	"2014-05-09"	4	527	552	-0.0483447058055727
"198"	"2014-05-09"	5	615	759	-0.235452674354698
"199"	"2014-05-09"	6	855	796	0.0687976150094053
"200"	"2014-05-09"	7	872	888	-0.0191209943522654
"201"	"2014-05-09"	8	788	815	-0.035069816547927
"202"	"2014-05-09"	9	849	863	-0.0170347890203319
"203"	"2014-05-09"	10	697	850	-0.220896889853795
"204"	"2014-05-09"	11	908	734	0.191140957231432
"205"	"2014-05-09"	12	744	822	-0.105188630821091
"206"	"2014-05-09"	13	770	746	0.031162391021676
"207"	"2014-05-09"	14	776	777	-0.00209725308441551
"208"	"2014-05-09"	15	696	774	-0.113305481491191
"209"	"2014-05-09"	16	737	730	0.00840063224769778
"210"	"2014-05-09"	17	777	752	0.0314794928559802
"211"	"2014-05-09"	18	533	622	-0.167363358420174
"212"	"2014-05-09"	19	352	318	0.0964057359632814
"213"	"2014-05-09"	20	180	189	-0.0500087165249604
"214"	"2014-05-09"	21	100	89	0.101136858681651
"215"	"2014-05-09"	22	60	57	0.0462581626098851
"216"	"2014-05-09"	23	43	44	-0.0257807942247521
"217"	"2014-05-10"	0	57	55	0.0279822568933584
"218"	"2014-05-10"	1	116	130	-0.121585374883333
"219"	"2014-05-10"	2	218	224	-0.0290218854722164
"220"	"2014-05-10"	3	343	341	0.00405858893644237
"221"	"2014-05-10"	4	520	546	-0.0509474367038984
"222"	"2014-05-10"	5	742	726	0.0205236693534789
"223"	"2014-05-10"	6	903	915	-0.0135199924870473
"224"	"2014-05-10"	7	986	901	0.0852619172491892
"225"	"2014-05-10"	8	922	873	0.0527619172782206
"226"	"2014-05-10"	9	949	954	-0.00534315617871628
"227"	"2014-05-10"	10	817	904	-0.106516610107528
"228"	"2014-05-10"	11	834	823	0.0126860668164751
"229"	"2014-05-10"	12	833	759	0.0876744269638779
"230"	"2014-05-10"	13	688	806	-0.172945216130751
"231"	"2014-05-10"	14	696	712	-0.0244134831960864
"232"	"2014-05-10"	15	708	703	0.00611543169141456
"233"	"2014-05-10"	16	630	731	-0.161871007587061
"234"	"2014-05-10"	17	627	669	-0.0681296815570739
"235"	"2014-05-10"	18	535	511	0.0445128826884331
"236"	"2014-05-10"	19	374	322	0.137856940210348
"237"	"2014-05-10"	20	175	197	-0.126281078933422
"238"	"2014-05-10"	21	101	86	0.143659438774299
"239"	"2014-05-10"	22	64	56	0.115655449356971
"240"	"2014-05-10"	23	22	44	-1.03814768327355
"241"	"2014-05-11"	0	55	33	0.395077990736788
"242"	"2014-05-11"	1	97	124	-0.278551726225456
"243"	"2014-05-11"	2	185	201	-0.0871500959990731
"244"	"2014-05-11"	3	308	296	0.0376210298905057
"245"	"2014-05-11"	4	513	475	0.0731964349706529
"246"	"2014-05-11"	5	696	721	-0.036224355145512
"247"	"2014-05-11"	6	764	843	-0.103781079222934
"248"	"2014-05-11"	7	858	778	0.0922559435157628
"249"	"2014-05-11"	8	831	776	0.065963531710658
"250"	"2014-05-11"	9	738	871	-0.181077651565302
"251"	"2014-05-11"	10	782	728	0.0678062361597808
"252"	"2014-05-11"	11	721	779	-0.0816850614260854
"253"	"2014-05-11"	12	695	674	0.0291897388519832
"254"	"2014-05-11"	13	702	678	0.0331025099121874
"255"	"2014-05-11"	14	747	706	0.0538955361325723
"256"	"2014-05-11"	15	670	733	-0.0952553347099424
"257"	"2014-05-11"	16	657	669	-0.0185474785489671
"258"	"2014-05-11"	17	760	670	0.118409602811532
